Time,MSD
3.853853853853853817e+00,8.993739078487573072e-12
3.863863863863863823e+00,8.993856003474341863e-12
3.873873873873873830e+00,8.993970744844450545e-12
3.883883883883883836e+00,8.994083343377730448e-12
3.893893893893893843e+00,8.994193839092444517e-12
3.903903903903903849e+00,8.994302271259489932e-12
3.913913913913913856e+00,8.994408678416371327e-12
3.923923923923923862e+00,8.994513098380891273e-12
3.933933933933933869e+00,8.994615568264588731e-12
3.943943943943943875e+00,8.994716124485931939e-12
3.953953953953953881e+00,8.994814802783262493e-12
3.963963963963963888e+00,8.994911638227497094e-12
3.973973973973973894e+00,8.995006665234582113e-12
3.983983983983983901e+00,8.995099917577742966e-12
3.993993993993993907e+00,8.995191428399473391e-12
4.004004004004004358e+00,8.995281230223317924e-12
4.014014014014014364e+00,8.995369354965437886e-12
4.024024024024024371e+00,8.995455833945938266e-12
4.034034034034034377e+00,8.995540697900021733e-12
4.044044044044044384e+00,8.995623976988892235e-12
4.054054054054054390e+00,8.995705700810482497e-12
4.064064064064064397e+00,8.995785898409976339e-12
4.074074074074074403e+00,8.995864598290127433e-12
4.084084084084084409e+00,8.995941828421385802e-12
4.094094094094094416e+00,8.996017616251849836e-12
4.104104104104104422e+00,8.996091988717013131e-12
4.114114114114114429e+00,8.996164972249331995e-12
4.124124124124124435e+00,8.996236592787637858e-12
4.134134134134134442e+00,8.996306875786336426e-12
4.144144144144144448e+00,8.996375846224467894e-12
4.154154154154154455e+00,8.996443528614578135e-12
4.164164164164164461e+00,8.996509947011431559e-12
4.174174174174174468e+00,8.996575125020564035e-12
4.184184184184184474e+00,8.996639085806666170e-12
4.194194194194194480e+00,8.996701852101821187e-12
4.204204204204204487e+00,8.996763446213581250e-12
4.214214214214214493e+00,8.996823890032896759e-12
4.224224224224224500e+00,8.996883205041900255e-12
4.234234234234234506e+00,8.996941412321535217e-12
4.244244244244244513e+00,8.996998532559047543e-12
4.254254254254254519e+00,8.997054586055346166e-12
4.264264264264264526e+00,8.997109592732210184e-12
4.274274274274274532e+00,8.997163572139373211e-12
4.284284284284284539e+00,8.997216543461473637e-12
4.294294294294294545e+00,8.997268525524864322e-12
4.304304304304304551e+00,8.997319536804310824e-12
4.314314314314314558e+00,8.997369595429557143e-12
4.324324324324324564e+00,8.997418719191768684e-12
4.334334334334334571e+00,8.997466925549850816e-12
4.344344344344344577e+00,8.997514231636659193e-12
4.354354354354354584e+00,8.997560654265088898e-12
4.364364364364364590e+00,8.997606209934044040e-12
4.374374374374374597e+00,8.997650914834310411e-12
4.384384384384384603e+00,8.997694784854302131e-12
4.394394394394394610e+00,8.997737835585712971e-12
4.404404404404404616e+00,8.997780082329052972e-12
4.414414414414414622e+00,8.997821540099092970e-12
4.424424424424424629e+00,8.997862223630197654e-12
4.434434434434434635e+00,8.997902147381558447e-12
4.444444444444444642e+00,8.997941325542340772e-12
4.454454454454454648e+00,8.997979772036718217e-12
4.464464464464464655e+00,8.998017500528825930e-12
4.474474474474474661e+00,8.998054524427620300e-12
4.484484484484484668e+00,8.998090856891636864e-12
4.494494494494494674e+00,8.998126510833672278e-12
4.504504504504504681e+00,8.998161498925369355e-12
4.514514514514514687e+00,8.998195833601726165e-12
4.524524524524524693e+00,8.998229527065511437e-12
4.534534534534534700e+00,8.998262591291605641e-12
4.544544544544544706e+00,8.998295038031249984e-12
4.554554554554554713e+00,8.998326878816227546e-12
4.564564564564564719e+00,8.998358124962962027e-12
4.574574574574574726e+00,8.998388787576540558e-12
4.584584584584584732e+00,8.998418877554655736e-12
4.594594594594594739e+00,8.998448405591486261e-12
4.604604604604604745e+00,8.998477382181485489e-12
4.614614614614614752e+00,8.998505817623126362e-12
4.624624624624624758e+00,8.998533722022551023e-12
4.634634634634634764e+00,8.998561105297163878e-12
4.644644644644644771e+00,8.998587977179164886e-12
4.654654654654654777e+00,8.998614347218992376e-12
4.664664664664664784e+00,8.998640224788733551e-12
4.674674674674674790e+00,8.998665619085447750e-12
4.684684684684684797e+00,8.998690539134433166e-12
4.694694694694694803e+00,8.998714993792437019e-12
4.704704704704704810e+00,8.998738991750807563e-12
4.714714714714714816e+00,8.998762541538576629e-12
4.724724724724724823e+00,8.998785651525492082e-12
4.734734734734734829e+00,8.998808329924993730e-12
4.744744744744744835e+00,8.998830584797137540e-12
4.754754754754754842e+00,8.998852424051445533e-12
4.764764764764764848e+00,8.998873855449737906e-12
4.774774774774774855e+00,8.998894886608869837e-12
4.784784784784784861e+00,8.998915525003453753e-12
4.794794794794794868e+00,8.998935777968512119e-12
4.804804804804804874e+00,8.998955652702080155e-12
4.814814814814814881e+00,8.998975156267769764e-12
4.824824824824824887e+00,8.998994295597273701e-12
4.834834834834834894e+00,8.999013077492839033e-12
4.844844844844844900e+00,8.999031508629671129e-12
4.854854854854854906e+00,8.999049595558318275e-12
4.864864864864864913e+00,8.999067344706993266e-12
4.874874874874874919e+00,8.999084762383861079e-12
4.884884884884884926e+00,8.999101854779276461e-12
4.894894894894894932e+00,8.999118627967990825e-12
4.904904904904904939e+00,8.999135087911304204e-12
4.914914914914914945e+00,8.999151240459186525e-12
4.924924924924924952e+00,8.999167091352363328e-12
4.934934934934934958e+00,8.999182646224344944e-12
4.944944944944944965e+00,8.999197910603431437e-12
4.954954954954954971e+00,8.999212889914686855e-12
4.964964964964964977e+00,8.999227589481855314e-12
4.974974974974974984e+00,8.999242014529260928e-12
4.984984984984984990e+00,8.999256170183657660e-12
4.994994994994994997e+00,8.999270061476061391e-12
5.005005005005005003e+00,8.999283693343523842e-12
5.015015015015015010e+00,8.999297070630901638e-12
5.025025025025025016e+00,8.999310198092573676e-12
5.035035035035035023e+00,8.999323080394122954e-12
5.045045045045045029e+00,8.999335722114003857e-12
5.055055055055055035e+00,8.999348127745169051e-12
5.065065065065065042e+00,8.999360301696659222e-12
5.075075075075075048e+00,8.999372248295175041e-12
5.085085085085085055e+00,8.999383971786618438e-12
5.095095095095095061e+00,8.999395476337595092e-12
5.105105105105105068e+00,8.999406766036897546e-12
5.115115115115115074e+00,8.999417844896957615e-12
5.125125125125125081e+00,8.999428716855277801e-12
5.135135135135135087e+00,8.999439385775819078e-12
5.145145145145145094e+00,8.999449855450388681e-12
5.155155155155155100e+00,8.999460129599977818e-12
5.165165165165165106e+00,8.999470211876086445e-12
5.175175175175175113e+00,8.999480105862020586e-12
5.185185185185185119e+00,8.999489815074168647e-12
5.195195195195195126e+00,8.999499342963248645e-12
5.205205205205205132e+00,8.999508692915532830e-12
5.215215215215215139e+00,8.999517868254056138e-12
5.225225225225225145e+00,8.999526872239795572e-12
5.235235235235235152e+00,8.999535708072826963e-12
5.245245245245245158e+00,8.999544378893462344e-12
5.255255255255255165e+00,8.999552887783366318e-12
5.265265265265265171e+00,8.999561237766657889e-12
5.275275275275275177e+00,8.999569431810973521e-12
5.285285285285285184e+00,8.999577472828530193e-12
5.295295295295295190e+00,8.999585363677159371e-12
5.305305305305305197e+00,8.999593107161319988e-12
5.315315315315315203e+00,8.999600706033096872e-12
5.325325325325325210e+00,8.999608162993179792e-12
5.335335335335335216e+00,8.999615480691819889e-12
5.345345345345345223e+00,8.999622661729776405e-12
5.355355355355355229e+00,8.999629708659235958e-12
5.365365365365365236e+00,8.999636623984725343e-12
5.375375375375375242e+00,8.999643410163995261e-12
5.385385385385385248e+00,8.999650069608899199e-12
5.395395395395395255e+00,8.999656604686246459e-12
5.405405405405405261e+00,8.999663017718647110e-12
5.415415415415415268e+00,8.999669310985334321e-12
5.425425425425425274e+00,8.999675486722977005e-12
5.435435435435435281e+00,8.999681547126473067e-12
5.445445445445445287e+00,8.999687494349729736e-12
5.455455455455455294e+00,8.999693330506427738e-12
5.465465465465465300e+00,8.999699057670777388e-12
5.475475475475475307e+00,8.999704677878248839e-12
5.485485485485485313e+00,8.999710193126300709e-12
5.495495495495495319e+00,8.999715605375090939e-12
5.505505505505505326e+00,8.999720916548163421e-12
5.515515515515515332e+00,8.999726128533149160e-12
5.525525525525525339e+00,8.999731243182418970e-12
5.535535535535535345e+00,8.999736262313752331e-12
5.545545545545545352e+00,8.999741187710982006e-12
5.555555555555555358e+00,8.999746021124627351e-12
5.565565565565565365e+00,8.999750764272513083e-12
5.575575575575575371e+00,8.999755418840389671e-12
5.585585585585585378e+00,8.999759986482514943e-12
5.595595595595595384e+00,8.999764468822263161e-12
5.605605605605605390e+00,8.999768867452687251e-12
5.615615615615615397e+00,8.999773183937087485e-12
5.625625625625625403e+00,8.999777419809570475e-12
5.635635635635635410e+00,8.999781576575593626e-12
5.645645645645645416e+00,8.999785655712499897e-12
5.655655655655655423e+00,8.999789658670041250e-12
5.665665665665665429e+00,8.999793586870892405e-12
5.675675675675675436e+00,8.999797441711166216e-12
5.685685685685685442e+00,8.999801224560895112e-12
5.695695695695695449e+00,8.999804936764528700e-12
5.705705705705705455e+00,8.999808579641408750e-12
5.715715715715715461e+00,8.999812154486237708e-12
5.725725725725725468e+00,8.999815662569539147e-12
5.735735735735735474e+00,8.999819105138110126e-12
5.745745745745745481e+00,8.999822483415459015e-12
5.755755755755755487e+00,8.999825798602249781e-12
5.765765765765765494e+00,8.999829051876722045e-12
5.775775775775775500e+00,8.999832244395109511e-12
